[
  [0.00,0.00],
  [2013.50,1929.90],
  [2053.10,1929.90],
  [2092.70,1929.90],
  [2132.30,1929.90],
  [2172.00,1929.90],
  [2211.60,1929.90],
  [2251.20,1929.90],
  [2290.80,1929.90],
  [2330.50,1929.90],
  [2370.10,1929.90],
  [2409.70,1929.90],
  [2449.30,1929.90],
  [2489.00,1929.90],
  [2528.60,1929.90],
  [2568.20,1929.90],
  [2607.80,1929.90],
  [2647.50,1929.90],
  [881.60,1917.20],
  [830.80,1917.20],
  [818.10,1891.80],
  [881.60,1891.80],
  [983.20,1879.10],
  [1022.90,1879.10],
  [1062.50,1879.10],
  [1102.10,1879.10],
  [1141.70,1879.10],
  [1181.40,1879.10],
  [1221.00,1879.10],
  [1260.60,1879.10],
  [1300.20,1879.10],
  [1339.90,1879.10],
  [1379.50,1879.10],
  [1419.10,1879.10],
  [1458.70,1879.10],
  [1498.40,1879.10],
  [1538.00,1879.10],
  [1577.60,1879.10],
  [1617.20,1879.10],
  [1656.90,1879.10],
  [1696.50,1879.10],
  [1736.10,1879.10],
  [1775.70,1879.10],
  [1815.40,1879.10],
  [1855.00,1879.10],
  [1894.60,1879.10],
  [1934.20,1879.10],
  [1973.80,1879.10],
  [2013.50,1879.10],
  [2053.10,1879.10],
  [2092.70,1879.10],
  [2132.30,1879.10],
  [2172.00,1879.10],
  [2211.60,1879.10],
  [2251.20,1879.10],
  [2290.80,1879.10],
  [2330.50,1879.10],
  [2370.10,1879.10],
  [2409.70,1879.10],
  [2449.30,1879.10],
  [2489.00,1879.10],
  [2528.60,1879.10],
  [2568.20,1879.10],
  [2607.80,1879.10],
  [2647.50,1879.10],
  [881.60,1866.40],
  [881.60,1841.00],
  [1034.00,1828.30],
  [1059.40,1828.30],
  [881.60,1815.60],
  [881.60,1777.50],
  [1034.00,1777.50],
  [1059.40,1777.50],
  [983.20,1726.70],
  [1022.90,1726.70],
  [1062.50,1726.70],
  [1102.10,1726.70],
  [1141.70,1726.70],
  [1181.40,1726.70],
  [1221.00,1726.70],
  [1260.60,1726.70],
  [1300.20,1726.70],
  [1339.90,1726.70],
  [1379.50,1726.70],
  [1419.10,1726.70],
  [1458.70,1726.70],
  [1498.40,1726.70],
  [1538.00,1726.70],
  [1577.60,1726.70],
  [1617.20,1726.70],
  [1656.90,1726.70],
  [1696.50,1726.70],
  [1736.10,1726.70],
  [1775.70,1726.70],
  [1815.40,1726.70],
  [1855.00,1726.70],
  [1894.60,1726.70],
  [1934.20,1726.70],
  [1973.80,1726.70],
  [2013.50,1726.70],
  [2053.10,1726.70],
  [2092.70,1726.70],
  [2132.30,1726.70],
  [2172.00,1726.70],
  [2211.60,1726.70],
  [2251.20,1726.70],
  [2290.80,1726.70],
  [2330.50,1726.70],
  [2370.10,1726.70],
  [2409.70,1726.70],
  [2449.30,1726.70],
  [2489.00,1726.70],
  [2528.60,1726.70],
  [2568.20,1726.70],
  [2607.80,1726.70],
  [2647.50,1726.70],
  [881.60,1701.30],
  [983.20,1675.90],
  [1022.90,1675.90],
  [1062.50,1675.90],
  [1102.10,1675.90],
  [1141.70,1675.90],
  [1181.40,1675.90],
  [1221.00,1675.90],
  [1260.60,1675.90],
  [1300.20,1675.90],
  [1339.90,1675.90],
  [1379.50,1675.90],
  [1419.10,1675.90],
  [1458.70,1675.90],
  [1498.40,1675.90],
  [1538.00,1675.90],
  [1577.60,1675.90],
  [1617.20,1675.90],
  [1656.90,1675.90],
  [1696.50,1675.90],
  [1736.10,1675.90],
  [1775.70,1675.90],
  [1815.40,1675.90],
  [1855.00,1675.90],
  [1894.60,1675.90],
  [1934.20,1675.90],
  [1973.80,1675.90],
  [2013.50,1675.90],
  [2053.10,1675.90],
  [2092.70,1675.90],
  [2132.30,1675.90],
  [2172.00,1675.90],
  [2211.60,1675.90],
  [2251.20,1675.90],
  [2290.80,1675.90],
  [2330.50,1675.90],
  [2370.10,1675.90],
  [2409.70,1675.90],
  [2449.30,1675.90],
  [2489.00,1675.90],
  [2528.60,1675.90],
  [2568.20,1675.90],
  [2607.80,1675.90],
  [2647.50,1675.90],
  [868.90,1663.20],
  [1034.00,1625.10],
  [1059.40,1625.10],
  [1059.40,1574.30],
  [1034.00,1574.30],
  [983.20,1523.50],
  [1022.90,1523.50],
  [1062.50,1523.50],
  [1102.10,1523.50],
  [1141.70,1523.50],
  [1181.40,1523.50],
  [1221.00,1523.50],
  [1260.60,1523.50],
  [1300.20,1523.50],
  [1339.90,1523.50],
  [1379.50,1523.50],
  [1419.10,1523.50],
  [1458.70,1523.50],
  [1498.40,1523.50],
  [1538.00,1523.50],
  [1577.60,1523.50],
  [1617.20,1523.50],
  [1656.90,1523.50],
  [1696.50,1523.50],
  [1736.10,1523.50],
  [1775.70,1523.50],
  [1815.40,1523.50],
  [1855.00,1523.50],
  [1894.60,1523.50],
  [1934.20,1523.50],
  [1973.80,1523.50],
  [2013.50,1523.50],
  [2053.10,1523.50],
  [2092.70,1523.50],
  [2132.30,1523.50],
  [2172.00,1523.50],
  [2211.60,1523.50],
  [2251.20,1523.50],
  [2290.80,1523.50],
  [2330.50,1523.50],
  [2370.10,1523.50],
  [2409.70,1523.50],
  [2449.30,1523.50],
  [2489.00,1523.50],
  [2528.60,1523.50],
  [2568.20,1523.50],
  [2607.80,1523.50],
  [2647.50,1523.50],
  [868.90,1485.40],
  [983.20,1472.70],
  [1022.90,1472.70],
  [1062.50,1472.70],
  [1102.10,1472.70],
  [1141.70,1472.70],
  [1181.40,1472.70],
  [1221.00,1472.70],
  [1260.60,1472.70],
  [1300.20,1472.70],
  [1339.90,1472.70],
  [1379.50,1472.70],
  [1419.10,1472.70],
  [1458.70,1472.70],
  [1498.40,1472.70],
  [1538.00,1472.70],
  [1577.60,1472.70],
  [1617.20,1472.70],
  [1656.90,1472.70],
  [1696.50,1472.70],
  [1736.10,1472.70],
  [1775.70,1472.70],
  [1815.40,1472.70],
  [1855.00,1472.70],
  [1894.60,1472.70],
  [1934.20,1472.70],
  [1973.80,1472.70],
  [2013.50,1472.70],
  [2053.10,1472.70],
  [2092.70,1472.70],
  [2132.30,1472.70],
  [2172.00,1472.70],
  [2211.60,1472.70],
  [2251.20,1472.70],
  [2290.80,1472.70],
  [2330.50,1472.70],
  [2370.10,1472.70],
  [2409.70,1472.70],
  [2449.30,1472.70],
  [2489.00,1472.70],
  [2528.60,1472.70],
  [2568.20,1472.70],
  [2607.80,1472.70],
  [2647.50,1472.70],
  [1059.40,1421.90],
  [1034.00,1421.90],
  [856.20,1396.50],
  [830.80,1396.50],
  [1034.00,1371.10],
  [1059.40,1371.10],
  [907.00,1358.40],
  [830.80,1358.40],
  [830.80,1333.00],
  [907.00,1333.00],
  [983.20,1320.30],
  [1022.90,1320.30],
  [1062.50,1320.30],
  [1102.10,1320.30],
  [1141.70,1320.30],
  [1181.40,1320.30],
  [1221.00,1320.30],
  [1260.60,1320.30],
  [1300.20,1320.30],
  [1339.90,1320.30],
  [1379.50,1320.30],
  [1419.10,1320.30],
  [1458.70,1320.30],
  [1498.40,1320.30],
  [1538.00,1320.30],
  [1577.60,1320.30],
  [1617.20,1320.30],
  [1656.90,1320.30],
  [1696.50,1320.30],
  [1736.10,1320.30],
  [1775.70,1320.30],
  [1815.40,1320.30],
  [1855.00,1320.30],
  [1894.60,1320.30],
  [1934.20,1320.30],
  [1973.80,1320.30],
  [2013.50,1320.30],
  [2053.10,1320.30],
  [2092.70,1320.30],
  [2132.30,1320.30],
  [2172.00,1320.30],
  [2211.60,1320.30],
  [2251.20,1320.30],
  [2290.80,1320.30],
  [2330.50,1320.30],
  [2370.10,1320.30],
  [2409.70,1320.30],
  [2449.30,1320.30],
  [2489.00,1320.30],
  [2528.60,1320.30],
  [2568.20,1320.30],
  [2607.80,1320.30],
  [2647.50,1320.30],
  [907.00,1307.60],
  [830.80,1307.60],
  [830.80,1282.20],
  [907.00,1282.20],
  [983.20,1269.50],
  [1022.90,1269.50],
  [1062.50,1269.50],
  [1102.10,1269.50],
  [1141.70,1269.50],
  [1181.40,1269.50],
  [1221.00,1269.50],
  [1260.60,1269.50],
  [1300.20,1269.50],
  [1339.90,1269.50],
  [1379.50,1269.50],
  [1419.10,1269.50],
  [1458.70,1269.50],
  [1498.40,1269.50],
  [1538.00,1269.50],
  [1577.60,1269.50],
  [1617.20,1269.50],
  [1656.90,1269.50],
  [1696.50,1269.50],
  [1736.10,1269.50],
  [1775.70,1269.50],
  [1815.40,1269.50],
  [1855.00,1269.50],
  [1894.60,1269.50],
  [1934.20,1269.50],
  [1973.80,1269.50],
  [2013.50,1269.50],
  [2053.10,1269.50],
  [2092.70,1269.50],
  [2132.30,1269.50],
  [2172.00,1269.50],
  [2211.60,1269.50],
  [2251.20,1269.50],
  [2290.80,1269.50],
  [2330.50,1269.50],
  [2370.10,1269.50],
  [2409.70,1269.50],
  [2449.30,1269.50],
  [2489.00,1269.50],
  [2528.60,1269.50],
  [2568.20,1269.50],
  [2607.80,1269.50],
  [2647.50,1269.50],
  [907.00,1256.80],
  [830.80,1256.80],
  [830.80,1231.40],
  [907.00,1231.40],
  [1034.00,1218.70],
  [1059.40,1218.70],
  [907.00,1206.00],
  [830.80,1206.00],
  [830.80,1180.60],
  [907.00,1180.60],
  [1034.00,1167.90],
  [1059.40,1167.90],
  [856.20,1142.50],
  [830.80,1142.50],
  [983.20,1117.10],
  [1022.90,1117.10],
  [1062.50,1117.10],
  [1102.10,1117.10],
  [1141.70,1117.10],
  [1181.40,1117.10],
  [1221.00,1117.10],
  [1260.60,1117.10],
  [1300.20,1117.10],
  [1339.90,1117.10],
  [1379.50,1117.10],
  [1419.10,1117.10],
  [1458.70,1117.10],
  [1498.40,1117.10],
  [1538.00,1117.10],
  [1577.60,1117.10],
  [1617.20,1117.10],
  [1656.90,1117.10],
  [1696.50,1117.10],
  [1736.10,1117.10],
  [1775.70,1117.10],
  [1815.40,1117.10],
  [1855.00,1117.10],
  [1894.60,1117.10],
  [1934.20,1117.10],
  [1973.80,1117.10],
  [2013.50,1117.10],
  [2053.10,1117.10],
  [2092.70,1117.10],
  [2132.30,1117.10],
  [2172.00,1117.10],
  [2211.60,1117.10],
  [2251.20,1117.10],
  [2290.80,1117.10],
  [2330.50,1117.10],
  [2370.10,1117.10],
  [2409.70,1117.10],
  [2449.30,1117.10],
  [2489.00,1117.10],
  [2528.60,1117.10],
  [2568.20,1117.10],
  [2607.80,1117.10],
  [2647.50,1117.10],
  [907.00,1104.40],
  [830.80,1104.40],
  [830.80,1079.00],
  [868.90,1079.00],
  [907.00,1079.00],
  [983.20,1066.30],
  [1022.90,1066.30],
  [1062.50,1066.30],
  [1102.10,1066.30],
  [1141.70,1066.30],
  [1181.40,1066.30],
  [1221.00,1066.30],
  [1260.60,1066.30],
  [1300.20,1066.30],
  [1339.90,1066.30],
  [1379.50,1066.30],
  [1419.10,1066.30],
  [1458.70,1066.30],
  [1498.40,1066.30],
  [1538.00,1066.30],
  [1577.60,1066.30],
  [1617.20,1066.30],
  [1656.90,1066.30],
  [1696.50,1066.30],
  [1736.10,1066.30],
  [1775.70,1066.30],
  [1815.40,1066.30],
  [1855.00,1066.30],
  [1894.60,1066.30],
  [1934.20,1066.30],
  [1973.80,1066.30],
  [2013.50,1066.30],
  [2053.10,1066.30],
  [2092.70,1066.30],
  [2132.30,1066.30],
  [2172.00,1066.30],
  [2211.60,1066.30],
  [2251.20,1066.30],
  [2290.80,1066.30],
  [2330.50,1066.30],
  [2370.10,1066.30],
  [2409.70,1066.30],
  [2449.30,1066.30],
  [2489.00,1066.30],
  [2528.60,1066.30],
  [2568.20,1066.30],
  [2607.80,1066.30],
  [2647.50,1066.30],
  [907.00,1053.60],
  [868.90,1053.60],
  [830.80,1053.60],
  [830.80,1028.20],
  [868.90,1028.20],
  [907.00,1028.20],
  [1034.00,1015.50],
  [1059.40,1015.50],
  [907.00,1002.80],
  [830.80,1002.80],
  [1135.60,990.10],
  [907.00,977.40],
  [830.80,977.40],
  [1034.00,964.70],
  [1059.40,964.70],
  [907.00,952.00],
  [830.80,952.00],
  [830.80,926.60],
  [907.00,926.60],
  [983.20,913.90],
  [1022.90,913.90],
  [1062.50,913.90],
  [1102.10,913.90],
  [1141.70,913.90],
  [1181.40,913.90],
  [1221.00,913.90],
  [1260.60,913.90],
  [1300.20,913.90],
  [1339.90,913.90],
  [1379.50,913.90],
  [1419.10,913.90],
  [1458.70,913.90],
  [1498.40,913.90],
  [1538.00,913.90],
  [1577.60,913.90],
  [1617.20,913.90],
  [1656.90,913.90],
  [1696.50,913.90],
  [1736.10,913.90],
  [1775.70,913.90],
  [1815.40,913.90],
  [1855.00,913.90],
  [1894.60,913.90],
  [1934.20,913.90],
  [1973.80,913.90],
  [2013.50,913.90],
  [2053.10,913.90],
  [2092.70,913.90],
  [2132.30,913.90],
  [2172.00,913.90],
  [2211.60,913.90],
  [2251.20,913.90],
  [2290.80,913.90],
  [2330.50,913.90],
  [2370.10,913.90],
  [2409.70,913.90],
  [2449.30,913.90],
  [2489.00,913.90],
  [2528.60,913.90],
  [2568.20,913.90],
  [2607.80,913.90],
  [2647.50,913.90],
  [868.90,888.50],
  [983.20,863.10],
  [1022.90,863.10],
  [1062.50,863.10],
  [1102.10,863.10],
  [1141.70,863.10],
  [1181.40,863.10],
  [1221.00,863.10],
  [1260.60,863.10],
  [1300.20,863.10],
  [1339.90,863.10],
  [1379.50,863.10],
  [1419.10,863.10],
  [1458.70,863.10],
  [1498.40,863.10],
  [1538.00,863.10],
  [1577.60,863.10],
  [1617.20,863.10],
  [1656.90,863.10],
  [1696.50,863.10],
  [1736.10,863.10],
  [1775.70,863.10],
  [1815.40,863.10],
  [1855.00,863.10],
  [1894.60,863.10],
  [1934.20,863.10],
  [1973.80,863.10],
  [2013.50,863.10],
  [2053.10,863.10],
  [2092.70,863.10],
  [2132.30,863.10],
  [2172.00,863.10],
  [2211.60,863.10],
  [2251.20,863.10],
  [2290.80,863.10],
  [2330.50,863.10],
  [2370.10,863.10],
  [2409.70,863.10],
  [2449.30,863.10],
  [2489.00,863.10],
  [2528.60,863.10],
  [2568.20,863.10],
  [2607.80,863.10],
  [2647.50,863.10],
  [1681.50,837.70],
  [1249.90,837.70],
  [868.90,837.70],
  [957.80,825.00],
  [983.20,825.00],
  [1034.00,825.00],
  [1110.20,825.00],
  [1148.30,825.00],
  [1224.50,825.00],
  [1300.70,825.00],
  [1376.90,825.00],
  [1415.00,825.00],
  [1491.20,825.00],
  [1529.10,825.00],
  [1605.30,825.00],
  [1643.40,825.00],
  [1719.60,825.00],
  [1757.70,825.00],
  [1833.90,825.00],
  [691.10,2380.70],
  [741.90,2380.70],
  [792.70,2380.70],
  [792.70,2431.50],
  [691.10,2431.50],
  [830.80,2437.90],
  [907.00,2437.90],
  [907.00,2463.30],
  [830.80,2463.30],
  [792.70,2482.30],
  [741.90,2482.30],
  [691.10,2482.30],
  [830.80,2488.70],
  [907.00,2488.70],
  [983.20,2488.70],
  [1022.90,2488.70],
  [1062.50,2488.70],
  [1102.10,2488.70],
  [1141.70,2488.70],
  [1181.40,2488.70],
  [1221.00,2488.70],
  [1260.60,2488.70],
  [1300.20,2488.70],
  [1339.90,2488.70],
  [1379.50,2488.70],
  [1419.10,2488.70],
  [1458.70,2488.70],
  [1498.40,2488.70],
  [1538.00,2488.70],
  [1577.60,2488.70],
  [1617.20,2488.70],
  [1656.90,2488.70],
  [1696.50,2488.70],
  [1736.10,2488.70],
  [1775.70,2488.70],
  [1815.40,2488.70],
  [1855.00,2488.70],
  [1894.60,2488.70],
  [1934.20,2488.70],
  [1973.80,2488.70],
  [2013.50,2488.70],
  [2053.10,2488.70],
  [2092.70,2488.70],
  [2132.30,2488.70],
  [2172.00,2488.70],
  [2211.60,2488.70],
  [2251.20,2488.70],
  [2290.80,2488.70],
  [2330.50,2488.70],
  [2370.10,2488.70],
  [2409.70,2488.70],
  [2449.30,2488.70],
  [2489.00,2488.70],
  [2528.60,2488.70],
  [2568.20,2488.70],
  [2607.80,2488.70],
  [2647.50,2488.70],
  [907.00,2514.10],
  [830.80,2514.10],
  [830.80,2539.50],
  [907.00,2539.50],
  [983.20,2539.50],
  [1022.90,2539.50],
  [1062.50,2539.50],
  [1102.10,2539.50],
  [1141.70,2539.50],
  [1181.40,2539.50],
  [1221.00,2539.50],
  [1260.60,2539.50],
  [1300.20,2539.50],
  [1339.90,2539.50],
  [1379.50,2539.50],
  [1419.10,2539.50],
  [1458.70,2539.50],
  [1498.40,2539.50],
  [1538.00,2539.50],
  [1577.60,2539.50],
  [1617.20,2539.50],
  [1656.90,2539.50],
  [1696.50,2539.50],
  [1736.10,2539.50],
  [1775.70,2539.50],
  [1815.40,2539.50],
  [1855.00,2539.50],
  [1894.60,2539.50],
  [1934.20,2539.50],
  [1973.80,2539.50],
  [2013.50,2539.50],
  [2053.10,2539.50],
  [2092.70,2539.50],
  [2132.30,2539.50],
  [2172.00,2539.50],
  [2211.60,2539.50],
  [2251.20,2539.50],
  [2290.80,2539.50],
  [2330.50,2539.50],
  [2370.10,2539.50],
  [2409.70,2539.50],
  [2449.30,2539.50],
  [2489.00,2539.50],
  [2528.60,2539.50],
  [2568.20,2539.50],
  [2607.80,2539.50],
  [2647.50,2539.50],
  [907.00,2564.90],
  [830.80,2564.90],
  [830.80,2590.30],
  [907.00,2590.30],
  [1034.00,2590.30],
  [1059.40,2590.30],
  [856.20,2628.40],
  [830.80,2628.40],
  [830.80,2666.50],
  [907.00,2666.50],
  [830.80,2691.90],
  [907.00,2691.90],
  [983.20,2691.90],
  [1022.90,2691.90],
  [1062.50,2691.90],
  [1102.10,2691.90],
  [1141.70,2691.90],
  [1181.40,2691.90],
  [1221.00,2691.90],
  [1260.60,2691.90],
  [1300.20,2691.90],
  [1339.90,2691.90],
  [1379.50,2691.90],
  [1419.10,2691.90],
  [1458.70,2691.90],
  [1498.40,2691.90],
  [1538.00,2691.90],
  [1577.60,2691.90],
  [1617.20,2691.90],
  [1656.90,2691.90],
  [1696.50,2691.90],
  [1736.10,2691.90],
  [1775.70,2691.90],
  [1815.40,2691.90],
  [1855.00,2691.90],
  [1894.60,2691.90],
  [1934.20,2691.90],
  [1973.80,2691.90],
  [2013.50,2691.90],
  [2053.10,2691.90],
  [2092.70,2691.90],
  [2132.30,2691.90],
  [2172.00,2691.90],
  [2211.60,2691.90],
  [2251.20,2691.90],
  [2290.80,2691.90],
  [2330.50,2691.90],
  [2370.10,2691.90],
  [2409.70,2691.90],
  [2449.30,2691.90],
  [2489.00,2691.90],
  [2528.60,2691.90],
  [2568.20,2691.90],
  [2607.80,2691.90],
  [2647.50,2691.90],
  [907.00,2717.30],
  [830.80,2717.30],
  [830.80,2742.70],
  [907.00,2742.70],
  [983.20,2742.70],
  [1022.90,2742.70],
  [1062.50,2742.70],
  [1102.10,2742.70],
  [1141.70,2742.70],
  [1181.40,2742.70],
  [1221.00,2742.70],
  [1260.60,2742.70],
  [1300.20,2742.70],
  [1339.90,2742.70],
  [1379.50,2742.70],
  [1419.10,2742.70],
  [1458.70,2742.70],
  [1498.40,2742.70],
  [1538.00,2742.70],
  [1577.60,2742.70],
  [1617.20,2742.70],
  [1656.90,2742.70],
  [1696.50,2742.70],
  [1736.10,2742.70],
  [1775.70,2742.70],
  [1815.40,2742.70],
  [1855.00,2742.70],
  [1894.60,2742.70],
  [1934.20,2742.70],
  [1973.80,2742.70],
  [2013.50,2742.70],
  [2053.10,2742.70],
  [2092.70,2742.70],
  [2132.30,2742.70],
  [2172.00,2742.70],
  [2211.60,2742.70],
  [2251.20,2742.70],
  [2290.80,2742.70],
  [2330.50,2742.70],
  [2370.10,2742.70],
  [2409.70,2742.70],
  [2449.30,2742.70],
  [2489.00,2742.70],
  [2528.60,2742.70],
  [2568.20,2742.70],
  [2607.80,2742.70],
  [2647.50,2742.70],
  [907.00,2768.10],
  [830.80,2768.10],
  [830.80,2793.50],
  [907.00,2793.50],
  [1034.00,2793.50],
  [1059.40,2793.50],
  [907.00,2818.90],
  [830.80,2818.90],
  [830.80,2844.30],
  [907.00,2844.30],
  [907.00,2882.40],
  [856.20,2882.40],
  [830.80,2882.40],
  [983.20,2895.10],
  [1022.90,2895.10],
  [1062.50,2895.10],
  [1102.10,2895.10],
  [1141.70,2895.10],
  [1181.40,2895.10],
  [1221.00,2895.10],
  [1260.60,2895.10],
  [1300.20,2895.10],
  [1339.90,2895.10],
  [1379.50,2895.10],
  [1419.10,2895.10],
  [1458.70,2895.10],
  [1498.40,2895.10],
  [1538.00,2895.10],
  [1577.60,2895.10],
  [1617.20,2895.10],
  [1656.90,2895.10],
  [1696.50,2895.10],
  [1736.10,2895.10],
  [1775.70,2895.10],
  [1815.40,2895.10],
  [1855.00,2895.10],
  [1894.60,2895.10],
  [1934.20,2895.10],
  [1973.80,2895.10],
  [2013.50,2895.10],
  [2053.10,2895.10],
  [2092.70,2895.10],
  [2132.30,2895.10],
  [2172.00,2895.10],
  [2211.60,2895.10],
  [2251.20,2895.10],
  [2290.80,2895.10],
  [2330.50,2895.10],
  [2370.10,2895.10],
  [2409.70,2895.10],
  [2449.30,2895.10],
  [2489.00,2895.10],
  [2528.60,2895.10],
  [2568.20,2895.10],
  [2607.80,2895.10],
  [2647.50,2895.10],
  [843.50,2920.50],
  [843.50,2945.90],
  [983.20,2945.90],
  [1022.90,2945.90],
  [1062.50,2945.90],
  [1102.10,2945.90],
  [1141.70,2945.90],
  [1181.40,2945.90],
  [1221.00,2945.90],
  [1260.60,2945.90],
  [1300.20,2945.90],
  [1339.90,2945.90],
  [1379.50,2945.90],
